house_id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,zip,water_supply,heating_type,Furnishing Status,garage,Available
5336,769900,4,3.5,2730,3047,2,0,0,3,2400,330,2006,0,2653 46th Ave SW,Seattle,98116,Well,Gas,Unfurnished,1,Y
5337,557000,4,2.5,2840,4500,2,0,0,3,2840,0,2012,1912,19226 76th Pl NE,Kenmore,98028,Well,Wood,Unfurnished,0,N
5338,212000,2,1.5,1020,1525,2,0,0,3,1020,0,2004,2003,10312 Linden Ave N,Seattle,98133,Municipal,Electric,Unfurnished,1,N
5339,376000,3,2,1340,1384,3,0,0,3,1340,0,2008,0,9245-9249 Fremont Ave N,Seattle,98103,Municipal,Wood,Unfurnished,0,Y
5340,800000,4,3.5,3540,159430,2,0,0,3,3540,0,2007,0,33001 NE 24th St,Carnation,98014,Well,Gas,Semi-Furnished,1,Y
5341,2238888,5,6.5,7270,130017,2,0,0,3,6420,850,2010,0,7070 270th Pl SE,Issaquah,98029,Municipal,Coal,Furnished,0,N
5342,324000,3,2.5,998,904,2,0,0,3,798,200,2007,0,820 NW 95th St,Seattle,98117,Well,Coal,Semi-Furnished,2,Y
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Unfurnished,,
,,,,,,,,,,,,,,,,,,,Semi-Furnished,,
,,,,,,,,,,,,,,,,,,,Furnished,,
